,years,technology,scenario,capacity,generation,retirement,cap.change,investment,annual.capex,annual.FOM,annual.VOM,annual.Fuel,annual.opex
413,2012,Bio,95% by 2050,6442.5,35724.1779,102.15,70.0,172.15,,,,,
414,2013,Bio,95% by 2050,7121.3,38864.352324,62.55,678.8,741.35,,,,,
415,2014,Bio,95% by 2050,7108.6,39044.127672,62.55,-12.6999999999998,49.8500000000002,,,,,
416,2015,Bio,95% by 2050,7632.2,41853.153072,156.05,523.599999999999,679.649999999999,,,,,
417,2016,Bio,95% by 2050,7558.3,41514.113916,156.05,-73.8999999999996,82.1500000000004,,,,,
418,2017,Bio,95% by 2050,7501.4,40610.179152,132.8,-56.9000000000005,75.8999999999995,,,,,
419,2018,Bio,95% by 2050,7602.9,41159.667672,132.8,101.5,234.3,,,,,
420,2019,Bio,95% by 2050,7290.6,39916.035,246.35,-312.299999999999,0.0,0.0,1092379.7027668,191297.203310276,127430.592371639,1411107.49844872
421,2020,Bio,95% by 2050,6929.0,37936.275,246.35,-361.6,0.0,0.0,1038199.7312253,181809.223073122,121110.275497639,1341119.22979606
422,2021,Bio,95% by 2050,6644.4,37747.1915,0.0,-284.6,0.0,0.0,995556.977075101,180903.042267786,120506.632815877,1296966.65215876
423,2022,Bio,95% by 2050,6359.8,37558.108,0.0,-284.599999999999,0.0,0.0,952914.222924903,179996.86146245,119902.990134115,1252814.07452147
424,2023,Bio,95% by 2050,6361.8,37514.559,8.0,2.0,10.0,42775.0103118544,953213.890909093,179788.153310276,119763.961423793,1252766.00564316
425,2024,Bio,95% by 2050,6363.8,37471.01,8.0,2.0,10.0,42751.5285099087,953513.558893283,179579.445158103,119624.932713472,1252717.93676486
426,2025,Bio,95% by 2050,6363.8,37446.753,0.0,0.0,0.0,0.0,953513.558893283,179463.193725296,119547.493060983,1252524.24567956
427,2026,Bio,95% by 2050,6363.8,37422.496,0.0,0.0,0.0,0.0,953513.558893283,179346.94229249,119470.053408493,1252330.55459427
428,2027,Bio,95% by 2050,6246.35,36642.4,117.45,-117.45,1.84741111297626e-13,7.81779828069717e-10,935915.556521741,175608.339920948,116979.623299722,1228503.51974241
429,2028,Bio,95% by 2050,6128.9,35862.304,117.45,-117.450000000001,0.0,0.0,918317.5541502,171869.737549407,114489.193190952,1204676.48489056
430,2029,Bio,95% by 2050,6041.25,35203.912,106.2,-87.6499999999996,18.5500000000004,77627.948139694,905184.604743085,168714.400395257,112387.298987964,1186286.30412631
431,2030,Bio,95% by 2050,5953.6,34545.52,106.2,-87.6499999999996,18.5500000000004,77098.8729605637,892051.65533597,165559.063241107,110285.404784977,1167896.12336205
432,2031,Bio,95% by 2050,5914.9,34296.346,38.7,-38.7000000000007,0.0,0.0,886253.079841899,164364.8993083,109489.92521333,1160107.90436353
433,2032,Bio,95% by 2050,5876.2,34047.172,38.7,-38.6999999999998,1.84741111297626e-13,7.576698965025341e-10,880454.504347828,163170.735375494,108694.445641684,1152319.68536501
434,2033,Bio,95% by 2050,5740.05,33103.519,134.0,-136.150000000001,0.0,0.0,860054.606324113,158648.287697628,105681.865339476,1124384.75936122
435,2034,Bio,95% by 2050,5603.9,32159.866,134.0,-136.15,0.0,0.0,839654.708300397,154125.840019763,102669.285037267,1096449.83335743
436,2035,Bio,95% by 2050,5521.25,31633.139,121.3,-82.6499999999996,38.6500000000004,155054.297431631,827270.928853757,151601.506077075,100987.72689583,1079860.16182666
437,2036,Bio,95% by 2050,5438.6,31106.412,121.3,-82.6499999999996,38.6500000000004,153869.831939391,814887.149407116,149077.172134387,99306.1687543928,1063270.4902959
438,2037,Bio,95% by 2050,4986.35,28373.84,399.55,-452.25,0.0,0.0,747124.726482215,135981.347826087,90582.5250192835,973688.599327586
439,2038,Bio,95% by 2050,4534.1,25641.268,399.55,-452.25,0.0,0.0,679362.303557314,122885.523517786,81858.8812841742,884106.708359274
440,2039,Bio,95% by 2050,4040.45,22703.154,477.65,-493.65,0.0,0.0,605396.753359685,108804.641205533,72479.0516624344,786680.446227653
441,2040,Bio,95% by 2050,3546.8,19765.04,477.65,-493.65,0.0,0.0,531431.203162057,94723.7588932805,63099.2220406945,689254.184096032
442,2041,Bio,95% by 2050,3336.65,18511.989,235.2,-210.15,25.0499999999999,96195.7563957262,499943.589723321,88718.5243577074,59098.8990827185,647761.013163747
443,2042,Bio,95% by 2050,3126.5,17258.938,235.2,-210.15,25.0499999999999,95528.5636523939,468455.976284586,82713.2898221343,55098.5761247425,606267.842231463
444,2043,Bio,95% by 2050,3009.0,16255.2835,106.3,-117.5,0.0,0.0,450850.48221344,77903.2855484189,51894.4430621409,580648.210824
445,2044,Bio,95% by 2050,2891.5,15251.629,106.3,-117.5,0.0,0.0,433244.988142293,73093.2812747035,48690.3099995394,555028.579416536
446,2045,Bio,95% by 2050,2766.3,14325.377,108.15,-125.2,0.0,0.0,414485.772332017,68654.2277173912,45733.281801588,528873.281850996
447,2046,Bio,95% by 2050,2641.1,13399.125,108.15,-125.2,0.0,0.0,395726.55652174,64215.174160079,42776.2536036366,502717.984285456
448,2047,Bio,95% by 2050,2612.4,12598.384,34.8,-28.7000000000003,6.09999999999972,22458.7832373197,391426.320948617,60377.6308300395,40219.9150302723,492023.866808929
449,2048,Bio,95% by 2050,2583.7,11797.643,34.8,-28.6999999999998,6.10000000000018,22277.8145604754,387126.085375495,56540.0874999999,37663.576456908,481329.749332403
450,2049,Bio,95% by 2050,3189.5,16893.735,72.1,605.8,677.9,2456427.92732221,477895.517786562,80963.0580533596,53932.6778929692,612791.253732891
451,2050,Bio,95% by 2050,3795.3,21989.827,72.1,605.8,677.9,2413006.98983219,568664.95019763,105386.028606719,70201.7793290304,744252.758133379
452,2010,Coal,95% by 2050,313393.9,1842116.808444,0.0,,,,,,,
453,2011,Coal,95% by 2050,314056.1,1727710.541808,6788.05,662.199999999953,7450.24999999995,,,,,
454,2012,Coal,95% by 2050,304974.9,1501428.029688,6788.05,-9081.19999999995,0.0,,,,,
455,2013,Coal,95% by 2050,302604.4,1574583.839136,5734.8,-2370.5,3364.3,,,,,
456,2014,Coal,95% by 2050,299064.7,1584983.09706,5734.8,-3539.70000000001,2195.09999999999,,,,,
457,2015,Coal,95% by 2050,286082.7,1360803.857436,12428.65,-12982.0,0.0,,,,,
458,2016,Coal,95% by 2050,269477.1,1246407.041088,12428.65,-16605.6,0.0,,,,,
459,2017,Coal,95% by 2050,259930.2,1209080.921112,9514.2,-9546.89999999997,0.0,,,,,
460,2018,Coal,95% by 2050,246866.8,1159128.498048,9514.2,-13063.4,0.0,,,,,
461,2019,Coal,95% by 2050,235089.3,978206.5773,10451.15,-11777.5,0.0,0.0,16879411.74,7688703.697578,17001914.7525087,41570030.1900867
462,2020,Coal,95% by 2050,220623.2,782726.98896,10451.15,-14466.1,0.0,0.0,15840745.76,6152234.1332256,13673575.251466,35666555.1446915
463,2021,Coal,95% by 2050,214477.35,892936.69448,5826.15,-6145.85000000001,0.0,0.0,15399473.73,7018482.4186128,15347242.1857311,37765198.3343439
464,2022,Coal,95% by 2050,208331.5,1003146.4,5826.15,-6145.85000000001,0.0,0.0,14958201.7,7884730.704,17003302.0418904,39846234.4458904
465,2023,Coal,95% by 2050,194225.95,865058.2,14114.1423643484,-14105.55,8.59236434841114,26400.4400614494,13945423.21,6799357.452,14501739.4597911,35246520.1217911
466,2024,Coal,95% by 2050,180120.4,726970.0,14114.1423643484,-14105.55,8.59236434838203,26400.44006136,12932644.72,5713984.2,12146643.9008171,30793272.8208171
467,2025,Coal,95% by 2050,175701.2,710354.65,4289.0,-4419.19999999998,0.0,0.0,12615346.16,5583387.549,11765893.4851353,29964627.1941353
468,2026,Coal,95% by 2050,171282.0,693739.3,4289.0,-4419.20000000001,0.0,0.0,12298047.6,5452790.898,11537655.5514184,29288494.0494184
469,2027,Coal,95% by 2050,168869.6,668027.6,2686.26263925922,-2412.39999999999,273.862639259226,832929.675597355,12124837.28,5250696.936,11189393.2162342,28564927.4322342
470,2028,Coal,95% by 2050,166457.2,642315.9,2686.26263925922,-2412.39999999999,273.862639259226,828338.724629498,11951626.96,5048602.974,10665329.9170773,27665559.8510773
471,2029,Coal,95% by 2050,163155.15,624797.3,3367.96597296231,-3302.04999999999,65.9159729623216,198267.774397139,11714539.77,4910906.778,10381573.0573264,27007019.6053264
472,2030,Coal,95% by 2050,159853.1,607278.7,3367.96597296231,-3302.05000000002,65.9159729622925,196925.994076689,11477452.58,4773210.582,10080442.6079308,26331105.7699308
473,2031,Coal,95% by 2050,157685.25,570831.32,1846.45,-2167.85000000001,0.0,0.0,11321800.95,4486734.1752,9467548.82115252,25276083.9463525
474,2032,Coal,95% by 2050,155517.4,534383.94,1846.45,-2167.85000000001,0.0,0.0,11166149.32,4200257.7684,8849554.79937235,24215961.8877723
475,2033,Coal,95% by 2050,153526.75,501404.02,1861.35,-1990.64999999999,0.0,0.0,11023220.65,3941035.5972,8332247.72711144,23296503.9743114
476,2034,Coal,95% by 2050,151536.1,468424.1,1861.35,-1990.64999999999,0.0,0.0,10880291.98,3681813.426,7787376.69678339,22349482.1027834
477,2035,Coal,95% by 2050,151108.35,441956.88,620.5,-427.75,192.75,555766.926986251,10849579.53,3473781.0768,7326852.07993402,21650212.686734
478,2036,Coal,95% by 2050,150680.6,415489.66,620.5,-427.75,192.75,551612.523046986,10818867.08,3265748.7276,6888164.72574151,20972780.5333415
479,2037,Coal,95% by 2050,148822.55,366362.22,1710.55,-1858.05000000002,0.0,0.0,10685459.09,2879607.0492,6090070.06617153,19655136.2053715
480,2038,Coal,95% by 2050,146964.5,317234.78,1710.55,-1858.04999999999,0.0,0.0,10552051.1,2493465.3708,5265315.41599713,18310831.8867971
481,2039,Coal,95% by 2050,146016.3,272571.245,854.85,-948.200000000012,0.0,0.0,10483970.34,2142409.9857,4520858.42335271,17147238.7490527
482,2040,Coal,95% by 2050,145068.1,227907.71,854.85,-948.199999999983,0.0,0.0,10415889.58,1791354.6006,3767152.21586076,15974396.3964608
483,2041,Coal,95% by 2050,141905.7,158937.043,3051.25,-3162.39999999999,0.0,0.0,10188829.26,1249245.15798,2626884.22225613,14064958.6402361
484,2042,Coal,95% by 2050,138743.3,89966.376,3051.25,-3162.40000000002,0.0,0.0,9961768.94,707135.71536,1488547.38776688,12157452.0431269
485,2043,Coal,95% by 2050,134435.2,50958.408,4543.84831343183,-4308.09999999998,235.748313431854,641919.966513988,9652447.36,400533.08688,843899.156181273,10896879.6030613
486,2044,Coal,95% by 2050,130127.1,11950.44,4543.84831343183,-4308.10000000001,235.748313431824,637403.379238525,9343125.78,93930.4584,197947.814648143,9635004.05304814
487,2045,Coal,95% by 2050,119989.5,7022.8887,9968.80319990026,-10137.6,0.0,0.0,8615246.1,55199.905182,116483.386017089,8786929.39119909
488,2046,Coal,95% by 2050,109851.9,2095.3374,9968.80319990026,-10137.6,0.0,0.0,7887366.42,16469.351964,34710.3185867323,7938546.09055073
489,2047,Coal,95% by 2050,101088.9,1058.6551,8735.32766197136,-8763.0,0.0,0.0,7258183.02,8321.029086,17554.4916694378,7284058.54075544
490,2048,Coal,95% by 2050,92325.9,21.9728,8735.32766197136,-8763.0,0.0,0.0,6628999.62,172.706208,364.225970701171,6629536.5521787
491,2049,Coal,95% by 2050,85239.9,10.9864,7187.67924326572,-7086.0,101.67924326572,264931.150803278,6120224.82,86.353104,181.899785452198,6120493.07288945
492,2050,Coal,95% by 2050,78153.9,0.0,7187.67924326572,-7086.0,101.67924326572,260304.595780059,5611450.02,0.0,0.0,5611450.02
493,2010,Gas,95% by 2050,431478.3,980069.641836,0.0,,,,,,,
494,2011,Gas,95% by 2050,438066.9,1011801.481272,4697.95,6588.60000000003,11286.55,,,,,
495,2012,Gas,95% by 2050,436930.3,1204940.127804,4697.95,-1136.60000000001,7454.25,,,,,
496,2013,Gas,95% by 2050,441758.1,1128297.34692,5992.2,4827.79999999999,10820.0,,,,,
497,2014,Gas,95% by 2050,445052.9,1136264.407488,5992.2,3294.80000000002,9287.00000000002,,,,,
498,2015,Gas,95% by 2050,453733.0,1338951.235896,8280.55,8680.09999999998,16960.65,,,,,
499,2016,Gas,95% by 2050,460494.3,1374244.695984,8280.55,6761.29999999999,15041.85,,,,,
500,2017,Gas,95% by 2050,465311.5,1289393.597124,9394.95,4817.20000000001,14212.15,,,,,
501,2018,Gas,95% by 2050,475091.2,1463548.395096,9394.95,9779.69999999998,19174.65,,,,,
502,2019,Gas,95% by 2050,484539.3,1575948.596328,3288.55,9448.10000000001,12849.2,13539171.4766197,11834688.97,3501373.1017014,30389785.1372953,45725847.2089967
503,2020,Gas,95% by 2050,492414.6,1610604.054228,3288.55,7875.30000000005,11163.85,11312245.4774271,12046987.7,3573546.40459032,28796889.4305054,44417423.5350958
504,2021,Gas,95% by 2050,498697.35,1406965.261114,3549.45,6282.75,9832.2,9733118.08330028,12213800.535,2886699.33825516,26099560.1223932,41200059.9956484
505,2022,Gas,95% by 2050,504980.1,1203326.468,3549.45,6282.74999999997,9832.19999999997,9702258.22944628,12380613.37,2199852.27192,21554253.1980286,36134718.8399486
506,2023,Gas,95% by 2050,497604.85,1353624.585,12512.5805793787,-7375.24999999997,5730.55000000004,5900033.94696803,12257444.085,2491539.3699,24897669.2706093,39646652.7255093
507,2024,Gas,95% by 2050,490229.6,1503922.702,12512.5805793787,-7375.25,5730.54999999998,5874900.68201812,12134274.8,2783226.46788,29136371.9118806,44053873.1797606
508,2025,Gas,95% by 2050,488998.9,1484129.713,4552.3719025319,-1230.69999999998,3321.67190253192,3389753.88976317,12127688.53,2739655.50222,31354343.590908,46221687.623128
509,2026,Gas,95% by 2050,487768.2,1464336.724,4552.3719025319,-1230.70000000004,3321.67190253186,3374945.73059779,12121102.26,2696084.53656,32866695.7141879,47683882.5107479
510,2027,Gas,95% by 2050,486351.75,1439874.9695,2199.08365092077,-1416.45000000004,871.749999999965,882239.034366531,12094614.615,2640636.90933,33489488.5000939,48224740.0244239
511,2028,Gas,95% by 2050,484935.3,1415413.215,2199.08365092077,-1416.44999999998,871.750000000023,878415.679938135,12068126.97,2585189.2821,33469356.332724,48122672.584824
512,2029,Gas,95% by 2050,480542.3,1355112.2985,7560.4161651417,-4393.0,3167.4161651417,3164329.11288774,11986734.07,2459013.63459,31893777.4481702,46339525.1527602
513,2030,Gas,95% by 2050,476149.3,1294811.382,7560.4161651417,-4393.0,3167.4161651417,3150437.33815671,11905341.17,2332837.98708,29835088.0723969,44073267.2294769
514,2031,Gas,95% by 2050,477909.55,1296819.4455,1315.4,1760.25000000003,3075.65000000003,3026636.990748,11959193.755,2327353.18077,29577356.5740814,43863903.5098514
515,2032,Gas,95% by 2050,479669.8,1298827.509,1315.4,1760.24999999997,3075.64999999997,3012892.76072324,12013046.34,2321868.37446,29799230.161016,44134144.875476
516,2033,Gas,95% by 2050,478288.05,1279692.10375,2768.6,-1381.75,1386.85,1364698.17384097,11987508.245,2285453.392525,29893907.8328181,44166869.4703431
517,2034,Gas,95% by 2050,476906.3,1260556.6985,2768.6,-1381.74999999997,1386.85000000003,1360130.37820542,11961970.15,2249038.41059,29867597.6145582,44078606.1751482
518,2035,Gas,95% by 2050,476387.4,1243350.65085,2114.05056627909,-518.899999999994,1636.45,1598722.38709903,11958857.94,2215533.975199,29408385.3327364,43582777.2479354
519,2036,Gas,95% by 2050,475868.5,1226144.6032,2114.05056627909,-518.900000000023,1636.45,1589750.88099858,11955745.73,2182029.539808,28968310.771723,43106086.041531
520,2037,Gas,95% by 2050,476871.95,1254356.97135,2310.94631055299,1003.45000000001,3314.396310553,3202123.54516878,11994908.555,2229922.798469,29932569.0933453,44157400.4468143
521,2038,Gas,95% by 2050,477875.4,1282569.3395,2310.94631055299,1003.44999999998,3314.39631055297,3191198.71257275,12034071.38,2277816.05713,30768788.9851648,45080676.4222948
522,2039,Gas,95% by 2050,477631.65,1302695.4615,3456.65690691134,-243.75,3268.25,3135565.91538728,12047458.605,2311470.45981,31292048.5952633,45650977.6600733
523,2040,Gas,95% by 2050,477387.9,1322821.5835,3456.65690691134,-243.75,3268.25,3121231.89977408,12060845.83,2345124.86249,31819284.2975326,46225254.9900226
524,2041,Gas,95% by 2050,476763.55,1313973.8275,2904.7,-624.350000000006,2280.34999999999,2098037.39913685,12056658.995,2333607.50785,31588983.5503416,45979250.0531916
525,2042,Gas,95% by 2050,476139.2,1305126.0715,2904.7,-624.349999999977,2280.35000000002,2088036.15305608,12052472.16,2322090.15321,31468331.959235,45842894.272445
526,2043,Gas,95% by 2050,473401.15,1234115.02535,2473.55,-2738.04999999999,0.0,0.0,11995246.915,2207011.745229,29873396.388134,44075655.048363
527,2044,Gas,95% by 2050,470663.1,1163103.9792,2473.55,-2738.05000000002,0.0,0.0,11938021.67,2091933.337248,28321049.0904109,42351004.0976589
528,2045,Gas,95% by 2050,463580.55,1057421.2587,11111.9,-7082.54999999996,4029.35000000004,3578401.80292863,11774344.215,1890922.681978,25794631.8453332,39459898.7423111
529,2046,Gas,95% by 2050,456498.0,951738.5382,11111.9,-7082.55000000002,4029.34999999998,3563808.5294563,11610666.76,1689912.026708,23430595.4823616,36731174.2690696
530,2047,Gas,95% by 2050,456672.95,826128.6928,4370.13583810816,174.950000000041,4545.0858381082,3505409.38828269,11609458.575,1460839.966432,20600630.2401968,33670928.7816288
531,2048,Gas,95% by 2050,456847.9,700518.8474,4370.13583810816,174.949999999953,4545.08583810811,3485461.34262615,11608250.39,1231767.906156,17601883.6940493,30441901.9902053
532,2049,Gas,95% by 2050,464709.2,655600.7197,14796.3700657847,7861.29999999998,22657.6700657847,34064379.2083098,12333423.67,1358911.612468,16787726.9789742,30480062.2614422
533,2050,Gas,95% by 2050,472570.5,610682.592,14796.3700657847,7861.29999999999,22657.6700657847,33503128.6389612,13058596.95,1486055.31878,16096539.4607294,30641191.7295094
534,2010,Geo,95% by 2050,2392.1,15003.633936,0.0,,,,,,,
535,2011,Geo,95% by 2050,2407.9,15081.64086,0.0,15.8000000000002,15.8000000000002,,,,,
536,2012,Geo,95% by 2050,2531.8,15147.961944,0.0,123.9,123.9,,,,,
537,2013,Geo,95% by 2050,2509.5,15783.95196,0.0,-22.3000000000002,0.0,,,,,
538,2014,Geo,95% by 2050,2513.3,15851.88576,0.0,3.80000000000018,3.80000000000018,,,,,
539,2015,Geo,95% by 2050,2523.0,15890.96412,0.0,9.69999999999982,9.69999999999982,,,,,
540,2016,Geo,95% by 2050,2516.6,15784.517856,0.0,-6.40000000000009,0.0,,,,,
541,2017,Geo,95% by 2050,2460.4,15776.872128,0.0,-56.1999999999998,0.0,,,,,
542,2018,Geo,95% by 2050,2391.5,15921.6504,0.0,-68.9000000000001,0.0,,,,,
543,2019,Geo,95% by 2050,2535.2,15457.012992,0.0,143.7,143.7,957389.297274165,349874.464233131,0.0,0.0,349874.464233131
544,2020,Geo,95% by 2050,2561.5,15505.16934,0.0,26.3000000000002,26.3000000000002,169247.48131877,350829.215619626,0.0,0.0,350829.215619626
545,2021,Geo,95% by 2050,2727.4,18525.54167,0.0,165.9,165.9,1038128.05416782,370703.216434928,0.0,0.0,370703.216434928
546,2022,Geo,95% by 2050,2893.3,21545.914,0.0,165.9,165.9,1008962.76072974,390230.738055283,0.0,0.0,390230.738055283
547,2023,Geo,95% by 2050,2893.3,21545.917,0.0,0.0,0.0,0.0,387209.435298374,0.0,0.0,387209.435298374
548,2024,Geo,95% by 2050,2893.3,21545.92,0.0,0.0,0.0,0.0,384188.132541463,0.0,0.0,384188.132541463
549,2025,Geo,95% by 2050,3269.85,24350.194,0.0,376.55,376.55,2095810.62204156,430773.980704046,0.0,0.0,430773.980704046
550,2026,Geo,95% by 2050,3646.4,27154.468,0.0,376.55,376.55,2032492.72575897,476573.410898834,0.0,0.0,476573.410898834
551,2027,Geo,95% by 2050,3668.55,27319.408,0.0,22.1500000000001,22.1500000000001,115876.1629163,475637.497994813,0.0,0.0,475637.497994813
552,2028,Geo,95% by 2050,3690.7,27484.348,0.0,22.1499999999996,22.1499999999996,112236.279617406,474655.325210333,0.0,0.0,474655.325210333
553,2029,Geo,95% by 2050,3710.4,27630.796,0.0,19.6999999999998,19.6999999999998,96622.2704741849,473314.360154717,0.0,0.0,473314.360154717
554,2030,Geo,95% by 2050,3730.1,27777.244,0.0,19.7000000000003,19.7000000000003,94189.4476525702,471932.252,0.0,0.0,471932.252
555,2031,Geo,95% by 2050,3754.7,27960.689,0.0,24.5999999999999,24.5999999999999,117029.193410757,475044.644,0.0,0.0,475044.644
556,2032,Geo,95% by 2050,3779.3,28144.134,0.0,24.6000000000004,24.6000000000004,116444.047443706,478157.036,0.0,0.0,478157.036
557,2033,Geo,95% by 2050,3801.45,28308.493,0.0,22.1499999999996,22.1499999999996,104322.742789578,480959.454,0.0,0.0,480959.454
558,2034,Geo,95% by 2050,3823.6,28472.852,0.0,22.1500000000001,22.1500000000001,103801.129075632,483761.872,0.0,0.0,483761.872
559,2035,Geo,95% by 2050,3845.75,28636.916,0.0,22.1500000000001,22.1500000000001,103282.123430254,486564.29,0.0,0.0,486564.29
560,2036,Geo,95% by 2050,3867.9,28800.98,0.0,22.1500000000001,22.1500000000001,102765.712813103,489366.708,0.0,0.0,489366.708
561,2037,Geo,95% by 2050,3890.05,28956.493,0.0,22.1500000000001,22.1500000000001,102251.884249037,492169.126,0.0,0.0,492169.126
562,2038,Geo,95% by 2050,3912.2,29112.006,0.0,22.1499999999996,22.1499999999996,101740.62482779,494971.544,0.0,0.0,494971.544
563,2039,Geo,95% by 2050,4808.45,35762.123,7.79999999999998,896.25,904.05,4131770.60118226,608365.094,0.0,0.0,608365.094
564,2040,Geo,95% by 2050,5704.7,42412.24,7.79999999999998,896.25,904.05,4111111.74817634,721758.644,0.0,0.0,721758.644
565,2041,Geo,95% by 2050,6357.35,47217.518,67.5,652.650000000001,720.150000000001,3258463.62460257,804331.922,0.0,0.0,804331.922
566,2042,Geo,95% by 2050,7010.0,52022.796,67.5,652.65,720.15,3242171.30647955,886905.2,0.0,0.0,886905.2
567,2043,Geo,95% by 2050,7266.9,53913.403,42.7,256.9,299.6,1342078.38756393,919408.188,0.0,0.0,919408.188
568,2044,Geo,95% by 2050,7523.8,55804.01,42.7,256.900000000001,299.600000000001,1335367.99562612,951911.176,0.0,0.0,951911.176
569,2045,Geo,95% by 2050,7600.55,56371.771,25.0,76.75,101.75,451249.416178846,961621.586,0.0,0.0,961621.586
570,2046,Geo,95% by 2050,7677.3,56939.532,25.0,76.75,101.75,448993.169097952,971331.996,0.0,0.0,971331.996
571,2047,Geo,95% by 2050,7760.95,57397.324,30.15,83.6500000000005,113.800000000001,499655.484325606,981915.394,0.0,0.0,981915.394
572,2048,Geo,95% by 2050,7844.6,57855.116,30.15,83.6499999999996,113.8,497157.206903975,992498.792,0.0,0.0,992498.792
573,2049,Geo,95% by 2050,8221.2,60659.596,10.0,376.6,386.6,1680491.83926302,1040146.224,0.0,0.0,1040146.224
574,2050,Geo,95% by 2050,8597.8,63464.076,10.0,376.599999999999,386.599999999999,1672089.3800667,1087793.656,0.0,0.0,1087793.656
575,2010,Hydro,95% by 2050,,,0.0,,,,,,,
576,2011,Hydro,95% by 2050,,,0.0,,,,,,,
577,2012,Hydro,95% by 2050,,,0.0,,,,,,,
578,2013,Hydro,95% by 2050,101262.8,287302.327944,0.0,,,,,,,
579,2014,Hydro,95% by 2050,102060.7,279422.515224,0.0,797.900000000005,797.900000000005,,,,,
580,2015,Hydro,95% by 2050,102219.7,269259.303384,1.5,159.0,160.5,,,,,
581,2016,Hydro,95% by 2050,102558.7,289379.542944,1.5,338.999999999996,340.499999999996,,,,,
582,2017,Hydro,95% by 2050,102490.5,322970.143128,0.0,-68.1999999999971,39.0,,,,,
583,2018,Hydro,95% by 2050,102587.3,314383.166268,0.0,96.799999999992,96.799999999992,,,,,
584,2019,Hydro,95% by 2050,102592.7,308875.364448,0.0,5.40000000000509,66.1000000000058,167117.285787469,6489984.450117,0.0,0.0,6489984.450117
585,2020,Hydro,95% by 2050,102750.0,305649.459408,0.0,157.299999999992,184.899999999998,467473.242095983,6499935.2025,0.0,0.0,6499935.2025
586,2021,Hydro,95% by 2050,102689.35,296034.708704,0.0,-60.6500000000015,0.0,0.0,6496098.5010885,0.0,0.0,6496098.5010885
587,2022,Hydro,95% by 2050,102628.7,286419.958,0.0,-60.6499999999978,0.0,0.0,6492261.799677,0.0,0.0,6492261.799677
588,2023,Hydro,95% by 2050,102628.7,287699.564,0.0,0.0,0.0,0.0,6492261.799677,0.0,0.0,6492261.799677
589,2024,Hydro,95% by 2050,102628.7,288979.17,0.0,0.0,0.0,0.0,6492261.799677,0.0,0.0,6492261.799677
590,2025,Hydro,95% by 2050,102456.35,295335.119,0.0,-172.350000000006,74.75,188986.613556923,6481358.9886585,0.0,0.0,6481358.9886585
591,2026,Hydro,95% by 2050,102284.0,301691.068,0.0,-172.349999999991,74.75,187096.746012598,6470456.17764,0.0,0.0,6470456.17764
592,2027,Hydro,95% by 2050,102351.45,302028.982,13.7,67.4500000000007,81.1500000000007,201064.05602275,6474723.0450795,0.0,0.0,6474723.0450795
593,2028,Hydro,95% by 2050,102418.9,302366.896,13.7,67.4500000000007,81.1500000000007,199012.380421119,6478989.912519,0.0,0.0,6478989.912519
594,2029,Hydro,95% by 2050,103681.0,303385.463,1.0,1262.1,1263.1,3065693.97729506,6558829.99251,0.0,0.0,6558829.99251
595,2030,Hydro,95% by 2050,104943.1,304404.03,1.0,1262.1,1263.1,3033759.64023504,6306737.146063,0.0,0.0,6306737.146063
596,2031,Hydro,95% by 2050,106141.35,306312.505,0.0,1198.24999999999,1198.24999999999,2851947.07496652,6378748.0527855,0.0,0.0,6378748.0527855
597,2032,Hydro,95% by 2050,107339.6,308220.98,0.0,1198.25,1198.25,2825893.60451969,6450758.959508,0.0,0.0,6450758.959508
598,2033,Hydro,95% by 2050,108638.3,309789.082,0.0,1298.69999999999,1298.69999999999,3034552.37397903,6528806.582759,0.0,0.0,6528806.582759
599,2034,Hydro,95% by 2050,109937.0,311357.184,0.0,1298.70000000001,1298.70000000001,3006314.82583025,6606854.20601,0.0,0.0,6606854.20601
600,2035,Hydro,95% by 2050,111005.55,312350.042,0.0,1068.55,1068.55,2450315.29611647,6671070.5668515,0.0,0.0,6671070.5668515
601,2036,Hydro,95% by 2050,112074.1,313342.9,0.0,1068.55,1068.55,2427081.88418577,6735286.927693,0.0,0.0,6735286.927693
602,2037,Hydro,95% by 2050,112797.55,313464.405,0.0,723.450000000004,723.450000000004,1627499.11305314,6778763.9070115,0.0,0.0,6778763.9070115
603,2038,Hydro,95% by 2050,113521.0,313585.91,0.0,723.449999999997,723.449999999997,1611769.18758283,6822240.88633,0.0,0.0,6822240.88633
604,2039,Hydro,95% by 2050,113866.9,313450.36,0.0,345.899999999994,345.899999999994,763107.306330391,6843028.345237,0.0,0.0,6843028.345237
605,2040,Hydro,95% by 2050,114212.8,313314.81,0.0,345.900000000001,345.900000000001,755586.425522927,6242459.339792,0.0,0.0,6242459.339792
606,2041,Hydro,95% by 2050,115147.2,313570.557,0.0,934.400000000001,934.400000000001,2041110.02026199,6293530.270608,0.0,0.0,6293530.270608
607,2042,Hydro,95% by 2050,116081.6,313826.304,0.0,934.400000000001,934.400000000001,2041110.02026199,6344601.201424,0.0,0.0,6344601.201424
608,2043,Hydro,95% by 2050,116418.35,309056.966,0.0,336.750000000007,336.750000000007,735599.100303123,6363006.7407565,0.0,0.0,6363006.7407565
609,2044,Hydro,95% by 2050,116755.1,304287.628,0.0,336.75,336.75,735599.100303107,6381412.280089,0.0,0.0,6381412.280089
