"","years","technology","scenario","capacity","generation","retirement","cap.change","investment","CAPEX","FOM","VOM","Fuel","annual.capex","annual.FOM","annual.VOM","annual.Fuel","annual.opex"
"1568",2044,"PV utility","95% by 2035",631345.9,1321214.1,3611.7051348113,6185.59999999998,9797.30513481128,679.114222797667,15.4720023590716,0,0,6653489.26213895,9768185.25419018,0,0,9768185.25419018
"1569",2044,"PV utility","Reference",303061.8,675138.9,2847.24176106848,8064.79999999999,10912.0417610685,679.114222797667,15.4720023590716,0,0,7410522.7597037,4688972.88454449,0,0,4688972.88454449
"1570",2044,"Wind off","Reference",31331,116018.03,0,0,0,1987.96716220536,73.7540556931831,0,0,0,2310788.31892312,0,0,2310788.31892312
"1571",2044,"Wind off","95% by 2035",31331,112322.37,0,0,0,1987.96716220536,73.7540556931831,0,0,0,2310788.31892312,0,0,2310788.31892312
"1572",2044,"Wind off","95% by 2050",31331,115099.02,0,0,0,1987.96716220536,73.7540556931831,0,0,0,2310788.31892312,0,0,2310788.31892312
"1573",2044,"Wind on","Reference",239933.7,916659.4,2880.6,7838.79999999999,10719.4,817,34.86025,0,0,8757749.79999999,8364148.765425,0,0,8364148.765425
"1574",2044,"Wind on","95% by 2035",563007.7,1981170.4,2880.6,14019.6499999999,16900.2499999999,817,34.86025,0,0,13807504.2499999,19626589.173925,0,0,19626589.173925
"1575",2044,"Wind on","95% by 2050",382765.4,1402471.6,2880.6,25268,28148.6,817,34.86025,0,0,22997406.2,13343297.53535,0,0,13343297.53535
"1576",2045,"Batteries","Reference",104775.5,143186.72,4103.39248492812,5786.8,9890.19248492812,637.076230132705,15.9269057533176,0,0,6300806.54358482,1668749.51375673,0,0,1668749.51375673
"1577",2045,"Batteries","95% by 2035",232961,334151.68,2580.56021697278,4623.10000000001,7203.66021697279,637.076230132705,15.9269057533176,0,0,4589280.69418597,3710347.89119862,0,0,3710347.89119862
"1578",2045,"Batteries","95% by 2050",158499.35,249284.135,3184.12113888394,26945.85,30129.9711388839,637.076230132705,15.9269057533176,0,0,19195088.4271674,2524404.2094121,0,0,2524404.2094121
"1579",2045,"Biomass","95% by 2035",5437.25,33273.8125,108.15,-65.9499999999998,42.2000000000002,3737.88958133134,149.833992094862,4.79249011857707,3.19246619489232,157738.940332183,814684.873517788,159464.417613636,106225.521581436,1080374.81271286
"1580",2045,"Biomass","95% by 2050",2766.3,14325.377,108.15,-125.2,0,3737.88958133134,149.833992094862,4.79249011857707,3.19246619489232,0,414485.772332017,68654.2277173912,45733.281801588,528873.281850996
"1581",2045,"Biomass","Reference",2766.3,15598.5335,108.15,-125.2,0,3737.88958133134,149.833992094862,4.79249011857707,3.19246619489232,0,414485.772332017,74755.8176630434,49797.7908886454,539039.380883706
"1582",2045,"Coal","95% by 2050",119989.5,7022.8887,9968.80319990026,-10137.6,0,2551.67453367224,68.2,7.35,16.5862497603143,0,8183283.9,51618.231945,116483.386017089,8351385.51796209
"1583",2045,"Coal","95% by 2035",26128.7,0,2062.78600383529,-1825.6,237.186003835288,2551.67453367224,68.2,7.35,16.5862497603143,605221.485729991,1781977.34,0,0,1781977.34
"1584",2045,"Coal","Reference",124024.05,448319.79,8145.31440479112,-8064.05,81.2644047911172,2551.67453367224,68.2,7.35,16.5862497603143,207360.312199526,8458440.21,3295150.4565,7435944.00943166,19189534.6759317
"1585",2045,"CSP","95% by 2050",0,0,0,0,0,4225.32629048742,50.4469883422375,2.8854875,0,0,0,0,0,0
"1586",2045,"CSP","Reference",0,0,0,0,0,4225.32629048742,50.4469883422375,2.8854875,0,0,0,0,0,0
"1587",2045,"CSP","95% by 2035",0,0,0,0,0,4225.32629048742,50.4469883422375,2.8854875,0,0,0,0,0,0
"1588",2045,"Gas CC","Reference",372166.55,1476566.2,5253.6,4105.04999999999,9358.64999999999,935.279990672282,27.3,1.74,24.2165060903733,8752958.08470514,10160146.815,2569225.188,35757274.3751394,48486646.3781394
"1589",2045,"Gas CC","95% by 2050",325861.05,1041480.73,5253.6,-2445.64999999997,2807.95000000004,935.279990672282,27.3,1.74,24.2165060903733,2626219.44980827,8896006.665,1812176.4702,25221024.4410514,35929207.5762514
"1590",2045,"Gas CC","95% by 2035",332065.3,484789.55,5253.6,12433.1,17686.7,935.279990672282,27.3,1.74,24.2165060903733,16542016.6110235,9065382.69,843533.817,11739909.0901243,21648825.5971243
"1591",2045,"Gas CC CCS","Reference",0,0,0,0,0,1799.29011101198,60.4,5.32,28.4922329469548,0,0,0,0,0
"1592",2045,"Gas CC CCS","95% by 2035",388.9,1932.0673,0,0,0,1799.29011101198,60.4,5.32,28.4922329469548,0,23489.56,10278.598036,55048.911580794,88817.069616794
"1593",2045,"Gas CC CCS","95% by 2050",0,0,0,0,0,1799.29011101198,60.4,5.32,28.4922329469548,0,0,0,0,0
"1594",2045,"Gas CT","95% by 2050",137719.5,15940.5287,5858.3,-4636.89999999999,1221.40000000001,779.582735484165,20.9,4.94,35.984214518664,952182.353120364,2878337.55,78746.211778,573607.40428172,3530691.16605972
"1595",2045,"Gas CT","Reference",157429.65,10038.9737,5858.3,6104.95000000001,11963.25,779.582735484165,20.9,4.94,35.984214518664,9326343.16028095,3290279.685,49592.530078,361244.583168026,3701116.79824603
"1596",2045,"Gas CT","95% by 2035",140906.75,777.59045,5794.8,-3769.64999999999,2025.15000000001,779.582735484165,20.9,4.94,35.984214518664,1578771.97676576,2944951.075,3841.296823,27980.9815604645,2976773.35338346
"1597",2045,"Geothermal","95% by 2050",7600.55,56371.771,25,76.75,101.75,5148.16198024795,127.575667709165,0,0,523825.481490229,969645.241206894,0,0,969645.241206894
"1598",2045,"Geothermal","Reference",7157.15,53268.613,25,61.4499999999998,86.4499999999998,5148.16198024795,127.575667709165,0,0,445058.603192434,913078.19014465,0,0,913078.19014465
"1599",2045,"Geothermal","95% by 2035",7617.6,56527.499,25,93.8000000000002,118.8,5148.16198024795,127.575667709165,0,0,611601.643253457,971820.406341335,0,0,971820.406341335
"1600",2045,"Hydro","95% by 2035",80048.75,240153.465,0,40.4499999999971,40.4499999999971,2427.11926324284,60.72932,0,0,98176.9741981658,4861306.15435,0,0,4861306.15435
"1601",2045,"Hydro","95% by 2050",79708.7,265807.425,0,50.4000000000087,50.4000000000087,2427.11926324284,60.72932,0,0,122326.81086746,4840655.149084,0,0,4840655.149084
"1602",2045,"Hydro","Reference",79548.65,282399.25,0,7.44999999999709,7.44999999999709,2427.11926324284,60.72932,0,0,18082.0385111521,4830935.421418,0,0,4830935.421418
"1603",2045,"Nuclear","95% by 2050",92091.6,732390.25,0,0,0,6151.8440920828,144.97233201581,2.35177865612648,7.52487260869565,0,13350734.0110672,1722419.75790514,5511143.33110076,20584297.1000731
"1604",2045,"Nuclear","Reference",92091.6,735256.28,0,0,0,6151.8440920828,144.97233201581,2.35177865612648,7.52487260869565,0,13350734.0110672,1729160.02608696,5532709.84174346,20612603.8788976
"1605",2045,"Nuclear","95% by 2035",92091.6,731485.05,0,0,0,6151.8440920828,144.97233201581,2.35177865612648,7.52487260869565,0,13350734.0110672,1720290.92786561,5504331.81641537,20575356.7553481
"1606",2045,"PHS","95% by 2050",38350.05,33465.12,0,1253.25,1253.25,2427.11926324284,60.72932,0,0,3041787.21665909,2328972.458466,0,0,2328972.458466
"1607",2045,"PHS","Reference",38068.1,23378.109,0,1195.2,1195.2,2427.11926324284,60.72932,0,0,2900892.94342785,2311849.826692,0,0,2311849.826692
"1608",2045,"PHS","95% by 2035",48574.35,36995.856,0,88.9500000000044,88.9500000000044,2427.11926324284,60.72932,0,0,215892.258465461,2949887.244942,0,0,2949887.244942
"1609",2045,"PV dist","95% by 2050",127886.4,173741.635,567.6835,2913.2,3480.8835,806.743395212495,11.3247023542361,0,0,2808179.77312915,1448275.41515478,0,0,1448275.41515478
"1610",2045,"PV dist","95% by 2035",127886.4,170847.24,567.6835,2913.2,3480.8835,806.743395212495,11.3247023542361,0,0,2808179.77312915,1448275.41515478,0,0,1448275.41515478
"1611",2045,"PV dist","Reference",127886.4,175561.76,567.6835,2913.2,3480.8835,806.743395212495,11.3247023542361,0,0,2808179.77312915,1448275.41515478,0,0,1448275.41515478
"1612",2045,"PV utility","95% by 2035",637022.35,1335900.75,6197.47621499217,5676.45000000007,11873.9262149922,672.200194930689,15.3904861547592,0,0,7981655.5163104,9804083.65794717,0,0,9804083.65794717
"1613",2045,"PV utility","95% by 2050",499354,1072596.27,5954.45550265319,35360.7,41315.1555026532,672.200194930689,15.3904861547592,0,0,27772055.5824752,7685300.82332363,0,0,7685300.82332363
"1614",2045,"PV utility","Reference",314951.05,700350.9,5496.29895340567,11889.25,17385.5489534057,672.200194930689,15.3904861547592,0,0,11686569.3954563,4847249.77445187,0,0,4847249.77445187
"1615",2045,"Wind off","Reference",31331,115723.69,14.6499999999999,0,14.6499999999999,1967.15776822422,73.1293640518094,0,0,28818.8613044846,2291216.10510724,0,0,2291216.10510724
"1616",2045,"Wind off","95% by 2050",31331,114781.84,14.6499999999999,0,14.6499999999999,1967.15776822422,73.1293640518094,0,0,28818.8613044846,2291216.10510724,0,0,2291216.10510724
"1617",2045,"Wind off","95% by 2035",31331,112103.225,14.6499999999999,0,14.6499999999999,1967.15776822422,73.1293640518094,0,0,28818.8613044846,2291216.10510724,0,0,2291216.10510724
"1618",2045,"Wind on","Reference",248189.5,951644.25,8469.5743,8255.79999999999,16725.3743,807.5,34.568125,0,0,13505739.74725,8579445.6596875,0,0,8579445.6596875
"1619",2045,"Wind on","95% by 2050",411885.2,1510716.75,8469.5743,29119.8,37589.3743,807.5,34.568125,0,0,30353419.74725,14238099.07925,0,0,14238099.07925
"1620",2045,"Wind on","95% by 2035",573159.3,2025263.35,8469.5743,10151.6000000001,18621.1743000001,807.5,34.568125,0,0,15036598.2472501,19813042.3273125,0,0,19813042.3273125
"1621",2046,"Batteries","Reference",110562.3,151555.6,4103.39248492812,5786.8,9890.19248492812,627.275057361433,15.6818764340358,0,0,6203871.0582989,1733824.3268628,0,0,1733824.3268628
"1622",2046,"Batteries","95% by 2035",237584.1,337335.3,2580.56021697278,4623.10000000001,7203.66021697279,627.275057361433,15.6818764340358,0,0,4518676.37581388,3725764.49889161,0,0,3725764.49889161
"1623",2046,"Batteries","95% by 2050",185445.2,284280.96,3184.12113888394,26945.85,30129.9711388839,627.275057361433,15.6818764340358,0,0,18899779.3744418,2908128.71168506,0,0,2908128.71168506
"1624",2046,"Biomass","95% by 2035",5371.3,33070.025,108.15,-65.9499999999998,42.2000000000002,3710.97645126865,149.833992094862,4.79249011857707,3.19246619489232,156603.206243538,804803.321739132,158487.768033597,105574.936876744,1068866.02664947
"1625",2046,"Biomass","95% by 2050",2641.1,13399.125,108.15,-125.2,0,3710.97645126865,149.833992094862,4.79249011857707,3.19246619489232,0,395726.55652174,64215.174160079,42776.2536036366,502717.984285456
"1626",2046,"Biomass","Reference",2641.1,14860.392,108.15,-125.2,0,3710.97645126865,149.833992094862,4.79249011857707,3.19246619489232,0,395726.55652174,71218.2818181817,47441.2991028483,514386.13744277
"1627",2046,"Coal","95% by 2050",109851.9,2095.3374,9968.80319990026,-10137.6,0,2533.71342714709,68.2,7.35,16.5655032868369,0,7491899.58,15400.72989,34710.3185867323,7542010.62847673
"1628",2046,"Coal","95% by 2035",24303.1,0,2062.78600383529,-1825.6,237.186003835292,2533.71342714709,68.2,7.35,16.5655032868369,600961.362648839,1657471.42,0,0,1657471.42
"1629",2046,"Coal","Reference",115960,426469.66,8145.31440479112,-8064.05,81.2644047911172,2533.71342714709,68.2,7.35,16.5655032868369,205900.71356837,7908472,3134552.001,7064684.55446621,18107708.5554662
"1630",2046,"CSP","95% by 2035",0,0,0,0,0,4222.82355984819,50.4469883422375,2.8854875,0,0,0,0,0,0
"1631",2046,"CSP","95% by 2050",0,0,0,0,0,4222.82355984819,50.4469883422375,2.8854875,0,0,0,0,0,0
"1632",2046,"CSP","Reference",0,0,0,0,0,4222.82355984819,50.4469883422375,2.8854875,0,0,0,0,0,0
"1633",2046,"Gas CC","95% by 2050",323415.4,941148.86,5253.6,-2445.65000000002,2807.94999999998,931.990612041548,27.3,1.74,24.4863371316306,2616983.03908204,8829240.42,1637599.0164,23045288.2770098,33512127.7134098
"1634",2046,"Gas CC","95% by 2035",344498.4,496387.6,5253.6,12433.1,17686.7,931.990612041548,27.3,1.74,24.4863371316306,16483838.3579952,9404806.32,863714.424,12154714.121561,22423234.865561
"1635",2046,"Gas CC","Reference",376271.6,1492411,5253.6,4105.04999999999,9358.64999999999,931.990612041548,27.3,1.74,24.4863371316306,8722173.94138262,10272214.68,2596795.14,36543678.884954,49412688.704954
"1636",2046,"Gas CC CCS","95% by 2050",0,0,0,0,0,1782.8432178583,60.4,5.32,28.8097060314342,0,0,0,0,0
"1637",2046,"Gas CC CCS","95% by 2035",388.9,1941.1402,0,0,0,1782.8432178583,60.4,5.32,28.8097060314342,0,23489.56,10326.865864,55923.6785277994,89740.1043917994
"1638",2046,"Gas CC CCS","Reference",0,0,0,0,0,1782.8432178583,60.4,5.32,28.8097060314342,0,0,0,0,0
"1639",2046,"Gas CT","95% by 2035",137137.1,705.8902,5794.8,-3769.64999999999,2025.15000000001,775.196897309852,20.9,4.94,36.3851665815324,1569889.99658705,2866165.39,3487.097588,25683.9325152712,2895336.42010327
"1640",2046,"Gas CT","95% by 2050",133082.6,10589.6782,5858.3,-4636.89999999999,1221.40000000001,775.196897309852,20.9,4.94,36.3851665815324,946825.490374258,2781426.34,52313.010308,385307.205351822,3219046.55565982
"1641",2046,"Gas CT","Reference",163534.6,10663.4639,5858.3,6104.94999999998,11963.25,775.196897309852,20.9,4.94,36.3851665815324,9273874.28174207,3417873.14,52677.511666,387991.910337657,3858542.56200366
"1642",2046,"Geothermal","95% by 2035",7711.4,57278.348,25,93.7999999999993,118.799999999999,5122.42117034671,127.575667709165,0,0,608543.635037185,983787.003972455,0,0,983787.003972455
"1643",2046,"Geothermal","95% by 2050",7677.3,56939.532,25,76.75,101.75,5122.42117034671,127.575667709165,0,0,521206.354082778,979436.673703572,0,0,979436.673703572
"1644",2046,"Geothermal","Reference",7218.6,53737.696,25,61.4500000000007,86.4500000000007,5122.42117034671,127.575667709165,0,0,442833.310176477,920917.714925379,0,0,920917.714925379
"1645",2046,"Hydro","Reference",79556.1,282336.32,0,7.45000000001164,7.45000000001164,2427.11926324284,60.72932,0,0,18082.0385111874,4831387.854852,0,0,4831387.854852
"1646",2046,"Hydro","95% by 2035",80089.2,244607.95,0,40.4499999999971,40.4499999999971,2427.11926324284,60.72932,0,0,98176.9741981658,4863762.655344,0,0,4863762.655344
"1647",2046,"Hydro","95% by 2050",79759.1,262340.05,0,50.3999999999942,50.3999999999942,2427.11926324284,60.72932,0,0,122326.810867425,4843715.906812,0,0,4843715.906812
"1648",2046,"Nuclear","Reference",92091.6,735211.46,0,0,0,6107.16747047107,144.97233201581,2.35177865612648,7.54565863636364,0,13350734.0110672,1729054.61936759,5547654.70270252,20627443.3331373
"1649",2046,"Nuclear","95% by 2035",92091.6,731580.1,0,0,0,6107.16747047107,144.97233201581,2.35177865612648,7.54565863636364,0,13350734.0110672,1720514.46442688,5520253.69975678,20591502.1752508
"1650",2046,"Nuclear","95% by 2050",92091.6,732160.4,0,0,0,6107.16747047107,144.97233201581,2.35177865612648,7.54565863636364,0,13350734.0110672,1721879.20158103,5524632.44546346,20597245.6581117
"1651",2046,"PHS","95% by 2035",48663.3,35999.188,0,88.9499999999971,88.9499999999971,2427.11926324284,60.72932,0,0,215892.258465444,2955289.117956,0,0,2955289.117956
"1652",2046,"PHS","95% by 2050",39603.3,31917.412,0,1253.25,1253.25,2427.11926324284,60.72932,0,0,3041787.21665909,2405081.478756,0,0,2405081.478756
"1653",2046,"PHS","Reference",39263.3,22531.174,0,1195.2,1195.2,2427.11926324284,60.72932,0,0,2900892.94342784,2384433.509956,0,0,2384433.509956
"1654",2046,"PV dist","95% by 2050",130799.6,176729.01,567.6835,2913.20000000001,3480.88350000001,795.806602211236,11.2287616590521,0,0,2770110.07082816,1468717.53349935,0,0,1468717.53349935
"1655",2046,"PV dist","95% by 2035",130799.6,174260.53,567.6835,2913.20000000001,3480.88350000001,795.806602211236,11.2287616590521,0,0,2770110.07082816,1468717.53349935,0,0,1468717.53349935
"1656",2046,"PV dist","Reference",130799.6,178707.47,567.6835,2913.20000000001,3480.88350000001,795.806602211236,11.2287616590521,0,0,2770110.07082816,1468717.53349935,0,0,1468717.53349935
"1657",2046,"PV utility","95% by 2050",534714.7,1139899.8,5954.45550265319,35360.7,41315.1555026531,665.286167063711,15.3092124078422,0,0,27486401.4460013,8186060.91989562,0,0,8186060.91989562
"1658",2046,"PV utility","Reference",326840.3,725562.9,5496.29895340567,11889.25,17385.5489534057,665.286167063711,15.3092124078422,0,0,11566365.2255098,5003667.57614287,0,0,5003667.57614287
"1659",2046,"PV utility","95% by 2035",642698.8,1350587.4,6197.47621499217,5676.44999999995,11873.9262149921,665.286167063711,15.3092124078422,0,0,7899558.85956943,9839212.44346529,0,0,9839212.44346529
"1660",2046,"Wind off","95% by 2050",31331,114464.66,14.6499999999999,0,14.6499999999999,1947.07868100482,72.5265959960103,0,0,28524.7026767204,2272330.779151,0,0,2272330.779151
"1661",2046,"Wind off","Reference",31331,115429.35,14.6499999999999,0,14.6499999999999,1947.07868100482,72.5265959960103,0,0,28524.7026767204,2272330.779151,0,0,2272330.779151
"1662",2046,"Wind off","95% by 2035",31331,111884.08,14.6499999999999,0,14.6499999999999,1947.07868100482,72.5265959960103,0,0,28524.7026767204,2272330.779151,0,0,2272330.779151
"1663",2046,"Wind on","95% by 2050",441005,1618961.9,8469.5743,29119.8,37589.3743,798,34.276,0,0,29996320.6914,15115887.38,0,0,15115887.38
"1664",2046,"Wind on","Reference",256445.3,986629.1,8469.5743,8255.79999999999,16725.3743,798,34.276,0,0,13346848.6914,8789919.1028,0,0,8789919.1028
"1665",2046,"Wind on","95% by 2035",583310.9,2069356.3,8469.5743,10151.6,18621.1743,798,34.276,0,0,14859697.0914,19993564.4084,0,0,19993564.4084
"1666",2047,"Batteries","Reference",115210.8,159751.85,6372.66183370328,4648.5,11021.1618337033,617.47388459016,15.436847114754,0,0,6805279.61015357,1778491.5055685,0,0,1778491.5055685
"1667",2047,"Batteries","95% by 2035",238603.05,337791.235,6483.63015581637,1018.94999999998,7502.58015581635,617.47388459016,15.436847114754,0,0,4632647.31326097,3683278.803964,0,0,3683278.803964
"1668",2047,"Batteries","95% by 2050",199897.4,311337.745,3718.2150927421,14452.2,18170.4150927421,617.47388459016,15.436847114754,0,0,11219756.7919311,3085785.60243683,0,0,3085785.60243683
"1669",2047,"Biomass","Reference",2612.4,14714.2055,34.8,-28.7000000000003,6.09999999999972,3681.76774382307,149.833992094862,4.79249011857707,3.19246619489232,22458.7832373197,391426.320948617,70517.6844614624,46974.6036434486,508918.609053528
"1670",2047,"Biomass","95% by 2035",5356.6,33088.5045,34.8,-14.6999999999998,20.1000000000002,3681.76774382307,149.833992094862,4.79249011857707,3.19246619489232,74003.5316508444,802600.762055338,158576.330854743,105633.932055792,1066811.02496587
"1671",2047,"Biomass","95% by 2050",2612.4,12598.384,34.8,-28.7000000000003,6.09999999999972,3681.76774382307,149.833992094862,4.79249011857707,3.19246619489232,22458.7832373197,391426.320948617,60377.6308300395,40219.9150302723,492023.866808929
"1672",2047,"Coal","95% by 2035",22275.7,0,1879.60796147577,-2027.4,0,2513.3575064186,68.2,7.35,16.581879848723,0,1519202.74,0,0,1519202.74
"1673",2047,"Coal","Reference",107191.7,409968.51,8800.55,-8768.3,32.2499999999964,2513.3575064186,68.2,7.35,16.581879848723,81055.7795819907,7310473.94,3013268.5485,6798048.57457999,17121791.06308
"1674",2047,"Coal","95% by 2050",101088.9,1058.6551,8735.32766197136,-8763,0,2513.3575064186,68.2,7.35,16.581879848723,0,6894262.98,7781.114985,17554.4916694378,6919598.58665444
"1675",2047,"CSP","Reference",0,0,0,0,0,4220.32082920896,50.4469883422375,2.8854875,0,0,0,0,0,0
"1676",2047,"CSP","95% by 2035",0,0,0,0,0,4220.32082920896,50.4469883422375,2.8854875,0,0,0,0,0,0
"1677",2047,"CSP","95% by 2050",0,0,0,0,0,4220.32082920896,50.4469883422375,2.8854875,0,0,0,0,0,0
"1678",2047,"Gas CC","95% by 2035",355724.5,517693.9,772.900000000001,11226.1,11999,927.604773867234,27.3,1.74,24.8296550098232,11130329.6816329,9711278.85,900787.386,12854160.9376899,23466227.1736899
"1679",2047,"Gas CC","Reference",380049,1518716.8,772.900000000001,3777.40000000002,4550.30000000002,927.604773867234,27.3,1.74,24.8296550098232,4220880.0025281,10375337.7,2642567.232,37709214.2016227,50727119.1336227
"1680",2047,"Gas CC","95% by 2050",322655.3,818823.68,772.900000000001,-760.099999999977,12.8000000000243,927.604773867234,27.3,1.74,24.8296550098232,11873.3411055231,8808489.69,1424753.2032,20331109.4882739,30564352.3814739
"1681",2047,"Gas CC CCS","Reference",0,0,0,0,0,1766.39632470463,60.4,5.32,29.2136409724951,0,0,0,0,0
"1682",2047,"Gas CC CCS","95% by 2035",388.9,1944.4897,0,0,0,1766.39632470463,60.4,5.32,29.2136409724951,0,23489.56,10344.685204,56805.6239705147,90639.8691745147
"1683",2047,"Gas CC CCS","95% by 2050",0,0,0,0,0,1766.39632470463,60.4,5.32,29.2136409724951,0,0,0,0,0
"1684",2047,"Gas CT","95% by 2035",135239,899.78145,2937.15,-1898.10000000001,1039.04999999999,770.811059135539,20.9,4.94,36.8953154911591,800911.230994777,2826495.1,4444.920363,33197.7204708426,2864137.74083384
"1685",2047,"Gas CT","95% by 2050",134017.65,7305.0128,3597.23583810816,935.050000000017,4532.28583810818,770.811059135539,20.9,4.94,36.8953154911591,3493536.04717717,2800968.885,36086.763232,269520.751922956,3106576.40015496
"1686",2047,"Gas CT","Reference",172414.95,12458.74055,3232.15,8880.35000000001,12112.5,770.811059135539,20.9,4.94,36.8953154911591,9336448.95377922,3603472.455,61546.178317,459669.163214747,4124687.79653175
"1687",2047,"Geothermal","Reference",7295.15,54281.756,30.15,76.5499999999993,106.699999999999,5096.80906449497,127.575667709165,0,0,543829.52718161,930683.632288515,0,0,930683.632288515
"1688",2047,"Geothermal","95% by 2035",7795.25,57895.276,30.15,83.8500000000004,114,5096.80906449497,127.575667709165,0,0,581036.233352428,994484.223709869,0,0,994484.223709869
"1689",2047,"Geothermal","95% by 2050",7760.95,57397.324,30.15,83.6500000000005,113.800000000001,5096.80906449497,127.575667709165,0,0,580016.87153953,990108.378307444,0,0,990108.378307444
"1690",2047,"Hydro","Reference",79605.35,282290.53,0,49.25,49.25,2427.11926324284,60.72932,0,0,119535.62371471,4834378.773862,0,0,4834378.773862
"1691",2047,"Hydro","95% by 2035",80120.2,245609.28,0,31,31,2427.11926324284,60.72932,0,0,75240.697160528,4865645.264264,0,0,4865645.264264
"1692",2047,"Hydro","95% by 2050",79838.45,252336.145,0,79.3500000000058,79.3500000000058,2427.11926324284,60.72932,0,0,192591.913538333,4848534.778354,0,0,4848534.778354
"1693",2047,"Nuclear","95% by 2050",92091.6,731908.68,0,0,0,6058.71368806766,144.97233201581,2.35177865612648,7.56645499505929,0,13350734.0110672,1721287.21185771,5537954.08771325,20609975.3106381
"1694",2047,"Nuclear","Reference",92091.6,735146.93,0,0,0,6058.71368806766,144.97233201581,2.35177865612648,7.56645499505929,0,13350734.0110672,1728902.85909091,5562456.160601,20642093.0307591
"1695",2047,"Nuclear","95% by 2035",92091.6,731506.75,0,0,0,6058.71368806766,144.97233201581,2.35177865612648,7.56645499505929,0,13350734.0110672,1720341.96146245,5534912.90245709,20605988.8749867
"1696",2047,"PHS","95% by 2035",48796.9,35715.536,0,133.599999999999,133.599999999999,2427.11926324284,60.72932,0,0,324263.13356924,2963402.555108,0,0,2963402.555108
"1697",2047,"PHS","95% by 2050",40593.3,33519.956,0,990,990,2427.11926324284,60.72932,0,0,2402848.07061041,2465203.505556,0,0,2465203.505556
"1698",2047,"PHS","Reference",39983.75,23701.196,0,720.449999999997,720.449999999997,2427.11926324284,60.72932,0,0,1748618.0732033,2428185.94855,0,0,2428185.94855
"1699",2047,"PV dist","Reference",133653.7,181915.6,688.199999999999,2854.10000000001,3542.3,784.869809209977,11.1328209638682,0,0,2780244.32516451,1487942.71325855,0,0,1487942.71325855
"1700",2047,"PV dist","95% by 2035",133653.7,177654.055,688.2,2854.10000000001,3542.30000000001,784.869809209977,11.1328209638682,0,0,2780244.32516451,1487942.71325855,0,0,1487942.71325855
"1701",2047,"PV dist","95% by 2050",133653.7,178818.615,688.2,2854.10000000001,3542.30000000001,784.869809209977,11.1328209638682,0,0,2780244.32516451,1487942.71325855,0,0,1487942.71325855
"1702",2047,"PV utility","95% by 2035",646386.7,1359545.65,5246.00132522704,3687.89999999991,8933.90132522695,658.372139196733,15.2281774260758,0,0,5881831.72686219,9843291.35345563,0,0,9843291.35345563
"1703",2047,"PV utility","95% by 2050",572621.45,1222527.9,5335.39015805856,37906.75,43242.1401580586,658.372139196733,15.2281774260758,0,0,28469420.319306,8719981.03857679,0,0,8719981.03857679
"1704",2047,"PV utility","Reference",334968.55,744178.5,4648.88665759148,8128.25,12777.1366575915,658.372139196733,15.2281774260758,0,0,8412110.7940675,5100960.51155534,0,0,5100960.51155534
"1705",2047,"Wind off","95% by 2035",31331,111654.885,0,0,0,1927.68037348518,71.9442647385362,0,0,0,2254085.75852308,0,0,2254085.75852308
"1706",2047,"Wind off","95% by 2050",31331,113200.17,0,0,0,1927.68037348518,71.9442647385362,0,0,0,2254085.75852308,0,0,2254085.75852308
"1707",2047,"Wind off","Reference",31331,115146.92,0,0,0,1927.68037348518,71.9442647385362,0,0,0,2254085.75852308,0,0,2254085.75852308
"1708",2047,"Wind on","95% by 2035",598835.3,2129660.55,6477.5,15524.4,22001.9,788.5,33.983875,0,0,17348498.15,20350743.9807875,0,0,20350743.9807875
"1709",2047,"Wind on","95% by 2050",477120.35,1736662.6,6477.5,36115.35,42592.85,788.5,33.983875,0,0,33584462.225,16214398.3343562,0,0,16214398.3343562
"1710",2047,"Wind on","Reference",262262.7,1012920.92,6477.5,5817.39999999997,12294.9,788.5,33.983875,0,0,9694528.64999997,8912702.8139625,0,0,8912702.8139625
"1711",2048,"Batteries","95% by 2050",214349.6,338394.53,3718.2150927421,14452.2,18170.4150927421,607.672711818888,15.1918177954722,0,0,11041665.4142814,3256360.06773235,0,0,3256360.06773235
"1712",2048,"Batteries","95% by 2035",239622,338247.17,6483.63015581637,1018.95000000001,7502.58015581638,607.672711818888,15.1918177954722,0,0,4559113.22892352,3640293.76378664,0,0,3640293.76378664
"1713",2048,"Batteries","Reference",119859.3,167948.1,6372.66183370328,4648.5,11021.1618337033,607.672711818888,15.1918177954722,0,0,6697259.2988813,1820880.64669284,0,0,1820880.64669284
"1714",2048,"Biomass","95% by 2050",2583.7,11797.643,34.8,-28.6999999999998,6.10000000000018,3652.10074761881,149.833992094862,4.79249011857707,3.19246619489232,22277.8145604754,387126.085375495,56540.0874999999,37663.576456908,481329.749332403
"1715",2048,"Biomass","95% by 2035",5341.9,33106.984,34.8,-14.7000000000007,20.0999999999993,3652.10074761881,149.833992094862,4.79249011857707,3.19246619489232,73407.2250271354,800398.202371543,158664.893675889,105692.927234841,1064756.02328227
"1716",2048,"Biomass","Reference",2583.7,14568.019,34.8,-28.6999999999998,6.10000000000018,3652.10074761881,149.833992094862,4.79249011857707,3.19246619489232,22277.8145604754,387126.085375495,69817.087104743,46507.908184049,503451.080664287
"1717",2048,"Coal","Reference",98423.4,393467.36,8800.55,-8768.3,32.2499999999964,2493.0015856901,68.2,7.35,16.5762201768173,80399.3011384967,6712475.88,2891985.096,6522201.59175104,16126662.567751
